Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Backout plan),Custom field (Begin Date),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design),Custom field (Development),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Urgency),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Status Category,Status Category Changed
[TC]-Access Settings Section,TOB-111,10135,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:37 AM,19/Feb/24 8:55 PM,05/Mar/24 6:02 PM,19/Feb/24 8:55 PM,,0,Kullanıcının Ayarlar bölümüne tıkladığında ‘Şifre Değiştir’ ve ‘Üyeliği Sonlandır’ işlemlerini  yapabildiği kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@766b25c6,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzyi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_539492714_*|*_3_*:*_1_*:*_12380100_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:55 PM
[TS]-User Profile/Settings Section,TOB-110,10134,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:36 AM,19/Feb/24 11:13 PM,05/Mar/24 6:02 PM,19/Feb/24 11:13 PM,,0,Tobeto profilim bölümü ayarlar sayfasında şifre değiştirme ve üyeliği sonlandırma işlemlerine ait fonksiyonlar kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@c439f39,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzzzzzr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_560034366_*|*_3_*:*_1_*:*_225231_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 11:13 PM
[TC]-Closing the Training and Event Calendar,TOB-109,10133,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:32 AM,19/Feb/24 5:28 PM,05/Mar/24 6:02 PM,19/Feb/24 5:28 PM,,0,"Sayfanın sol üst kısmında kapat simgesi olduğu  ve tıklanıldığında giriş sayfasına
Yönlendirdiği kontrol edilecektir.
",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@702d2da6,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:0k,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_534776110_*|*_3_*:*_1_*:*_5012923_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:28 PM
[TC]- Switching Between Days in the Calendar,TOB-108,10132,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:29 AM,19/Feb/24 5:28 PM,05/Mar/24 6:02 PM,19/Feb/24 5:28 PM,,0,Takvim alanında kullanıcının  bügünün derslerini görüntüleyebileceği button olduğu  ve bunun yanında bir önceki ve sonraki ders takvimlerine erişebileceği yönlendirme tuşu bulunduğu kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@35da0236,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:0m,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_534967966_*|*_3_*:*_1_*:*_5013223_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:28 PM
[TC]-Tracking of Lessons by Day Week and Month,TOB-107,10131,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:25 AM,19/Feb/24 10:45 PM,05/Mar/24 6:02 PM,19/Feb/24 10:45 PM,,0,"Takvim alanı bulunduğu  kullanıcının  gün , hafta , ay olarak derslerin takibini yapabildiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@28dcf3ad,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:2r,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_535193812_*|*_3_*:*_1_*:*_24016996_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 10:45 PM
[TC]-Education Status Information Area,TOB-106,10130,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:19 AM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0,"Kullanıcı eğitim durumu bilgi alanı olduğu , dersler kategorisinin  bu alanda gösterildiği  ve derslerine erişim sağlayabildiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@55f90c4c,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzim,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_527208315_*|*_3_*:*_1_*:*_8269941_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]-Instructor Search Area,TOB-105,10129,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:16 AM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0, Kullanıcıların  eğitmenleri seçebilecekleri bir alan olduğu  ve eğitmenleri görüntüleyebildikleri kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@f3af272,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzio,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_527391342_*|*_3_*:*_1_*:*_8268067_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]-Education Search Area,TOB-104,10128,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:13 AM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0,"Sayfanın sol üst kısmında ""eğitim arama"" alanı olmalı kullanıcı aramak istediği eğitimleri bu alana yazabilmelidir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@756e41b4,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzir,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_527586202_*|*_3_*:*_1_*:*_8275916_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]-Calendar Icon Function,TOB-103,10127,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:10 AM,19/Feb/24 5:28 PM,05/Mar/24 6:02 PM,19/Feb/24 5:28 PM,,0," Kullanıcı sayfanın sol alt kısmındaki takvim simgesine tıklayarak ""Eğitim ve Etkinlik Takvimi” sayfasına erişebildiği  kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3c6f48ac,,,,,,,,,,,,,,,,,,,,,,,,,0|i0003b:07,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_536089144_*|*_3_*:*_1_*:*_5020864_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:28 PM
[TS]-Education and Event Calendar,TOB-102,10126,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,13/Feb/24 11:09 AM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0,"Eğitim ve Etkinlik alanındaki eğitimler, eğitmenler, dersler ile ilgili her türlü bilginin görüntülenebildiği ve kullanıcıların ders takiplerini yapabildikleri kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@71370fea,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzk,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_527817254_*|*_3_*:*_1_*:*_8285529_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[BUG]Email not registered in the system,TOB-101,10125,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:40 AM,19/Feb/24 10:45 PM,05/Mar/24 2:59 PM,19/Feb/24 10:45 PM,,0,"Even if the email address is not registered in the system, a pop-up window opens indicating that a password reset link has been sent to the entered email address. It contains the message ""We have sent the password reset link to your email address. Please check your inbox.""",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@32c2f34,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:09,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_573904740_*|*_3_*:*_1_*:*_24030914_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 10:45 PM
[TC]Unsuccessful Password Reset,TOB-100,10124,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:26 AM,19/Feb/24 4:04 PM,13/Feb/24 12:49 AM,19/Feb/24 4:04 PM,,0,"When the user clicks on the send button, if the e-mail address entered is an invalid e-mail address, a pop-up appears saying ""The e-mail you entered is invalid."" It will be tested whether it encounters the message.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@13163db9,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzo,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_566409768_*|*_3_*:*_1_*:*_8299673_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]Successful Link Submission Process,TOB-99,10123,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:25 AM,19/Feb/24 4:04 PM,13/Feb/24 12:31 AM,19/Feb/24 4:04 PM,,0,"When the user clicks on the send button, if the entered e-mail address is found in the system, a pop-up will appear saying “We have sent the password reset link to your e-mail address. Please check your inbox.” It will be checked if it encounters the message.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1fcc86f6,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzm,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_566433517_*|*_3_*:*_1_*:*_8303419_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]Change Password,TOB-98,10122,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:25 AM,19/Feb/24 10:45 PM,13/Feb/24 12:31 AM,19/Feb/24 10:45 PM,,0,It will be checked whether the user can enter his/her e-mail address in the e-mail section in order to access the password reset link.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7ae2fc8b,,,,,,,,,,,,,,,,,,,,,,,,,0|i00036:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_560050518_*|*_3_*:*_1_*:*_38789176_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 10:45 PM
[PC]Pre-condition,TOB-97,10121,Precondition,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:21 AM,19/Feb/24 8:59 PM,13/Feb/24 12:21 AM,19/Feb/24 8:59 PM,,0,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@35ec39e1,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:0i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_560280353_*|*_3_*:*_1_*:*_32403444_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:59 PM
[TS]Password Reset,TOB-96,10120,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:20 AM,19/Feb/24 8:59 PM,13/Feb/24 12:55 AM,19/Feb/24 8:59 PM,,0,The user who forgets her password should be able to reset her password using this page.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2c3572e7,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:2i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_560328238_*|*_3_*:*_1_*:*_32403442_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:59 PM
[TC]Functionality of the “Sign Up for Free” Button in the Navigation Bar,TOB-95,10119,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:14 AM,19/Feb/24 8:59 PM,13/Feb/24 12:15 AM,19/Feb/24 8:59 PM,,0,"Bu case, kullanıcının reklam panosunun altındaki gezinme çubuğunda bulunan “Ücretsiz Üye Ol” butonuna tıkladığında ‘Kayıt Ol’ sayfasına yönlendirilmesini test etmeyi amaçlamaktadır.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@57b5baa1,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:1,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_560684941_*|*_3_*:*_1_*:*_32406854_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:59 PM
[TC]Functionality of the “Sign In” Button in the Navigation Bar,TOB-94,10118,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:10 AM,19/Feb/24 8:59 PM,05/Mar/24 6:02 PM,19/Feb/24 8:59 PM,,0,"Bu case, kullanıcının reklam panosunun altındaki gezinme çubuğunda bulunan “Giriş Yap” butonuna tıkladığında Tobeto Giriş sayfasına yönlendirilmesini test etmeyi amaçlamaktadır.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3a5e1278,,,,,,,,,,,,,,,,,,,,,,,,,0|i00037:3,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_560903479_*|*_3_*:*_1_*:*_32408284_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:59 PM
[TC]Functionality of the “Apply” Button on the Billboard,TOB-93,10117,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,13/Feb/24 12:00 AM,19/Feb/24 5:29 PM,05/Mar/24 6:02 PM,19/Feb/24 5:29 PM,,0,"Bu case, kullanıcının reklam panosundaki “başvur” butonuyla İstanbul Kodluyor projesine doğru bir şekilde yönlendirilmesini test etmeyi amaçlar.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ea917e3,,,,,,,,,,,,,,,,,,,,,,,,,0|i00038:4,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_561477855_*|*_3_*:*_1_*:*_19811709_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:29 PM
[PC]Precondition,TOB-92,10116,Precondition,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:56 PM,19/Feb/24 10:45 PM,05/Mar/24 6:02 PM,19/Feb/24 10:45 PM,,0,"·      Test ortamı çalışır ve hazır durumda olmalıdır.

·      [https://tobeto.com/|https://tobeto.com/|smart-link]  sayfasına giriş yapılmalıdır.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@258218b1,,,,,,,,,,,,,,,,,,,,,,,,,0|i00035:,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_561743101_*|*_3_*:*_1_*:*_38807172_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 10:45 PM
[TS]Home Section Navigation Bar,TOB-91,10115,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:55 PM,19/Feb/24 5:05 PM,13/Feb/24 12:17 AM,19/Feb/24 5:05 PM,,0," Bu senaryo, [http://tobeto.com|http://tobeto.com|smart-link] ’un giriş bölümündeki gezinme çubuğunun işlevlerini test etmeyi amaçlamaktadır.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b9eccb9,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzy,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_561806134_*|*_3_*:*_1_*:*_18403456_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:05 PM
[TC]Search Criteria 2 in the Filtering Panel,TOB-90,10114,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:08 PM,19/Feb/24 5:05 PM,05/Mar/24 6:02 PM,19/Feb/24 5:05 PM,,0,Filtreleme panelinde bulunan başlıklar altındaki filtreleme kriterlerinden sadece bir tanesi seçilebilmesi test edilecektir.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7b3c0a20,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzx,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_564629014_*|*_3_*:*_1_*:*_18403722_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:05 PM
"[BUG]It gives the warning ""No content matching the criteria you were looking for was found.""",TOB-89,10113,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:07 PM,19/Feb/24 5:05 PM,05/Mar/24 3:05 PM,19/Feb/24 5:05 PM,,0,"Konu başlığına tıkladıktan sonra tüm eğitimleri seçip, bana özel başlığını tekrar seçtiğinde içerik değişiyor. Tekrar tıkladığında ise ilk seçildiği haline geliyor. Konu başlığından bir madde seçtiğinde “Bana özel” butonuna tıkladığında “aradığınız kriterlere uygun içerik bulunamadı” uyarısı veriyor. Birkaç değişiklik yapıp, tekrar konu başlığında tüm eğitimleri seçtiğinde “aradığınız kriterlere uygun içerik bulunamadı” uyarısı veriyor.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@dd4e036,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzv,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_564683374_*|*_3_*:*_1_*:*_18403444_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:05 PM
[TC]Search Criteria in the Filter Panel,TOB-88,10112,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:06 PM,19/Feb/24 5:05 PM,05/Mar/24 6:02 PM,19/Feb/24 5:05 PM,,0,"Kullanıcının filtreleme panelinde bulunan başlıkların altındaki arama kutusuna, başlıkların içerdiği maddelerdeki harf veya harf kombinasyonlarını girerek filtreleme yapabilmesi test edilecektir.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3a8dd923,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_564753536_*|*_3_*:*_1_*:*_18405366_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:05 PM
