Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Custom field (Actual end),Custom field (Actual start),Custom field (Affected hardware),Custom field (Affected services),Custom field (Approvals),Custom field (Backout plan),Custom field (Begin Date),Custom field (Category),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Design),Custom field (Development),Custom field (End Date),Custom field (Epic Color),Custom field (Epic Name),Custom field (Epic Status),Custom field (Impact),Custom field (Implementation plan),Custom field (Investigation reason),Custom field (Issue color),Custom field (Locked forms),Custom field (Major incident),Custom field (Open forms),Custom field (Operational categorization),Custom field (Pending reason),Custom field (Planned end),Custom field (Planned start),Custom field (Product categorization),Custom field (Rank),Custom field (Request Type),Custom field (Request language),Custom field (Request participants),Custom field (Responders),Custom field (Revision),Custom field (Root cause),Satisfaction rating,Custom field (Satisfaction date),Custom field (Severity),Custom field (Source),Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test plan),Custom field (Time to close after resolution),Custom field (Time to first response),Custom field (Time to resolution),Custom field (Time to review normal change),Custom field (Total forms),Custom field (Urgency),Custom field (Urgency),Custom field (Work category),Custom field (Workaround),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Status Category,Status Category Changed
[BUG]The same courses are listed for all users.,TOB-87,10111,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:05 PM,19/Feb/24 5:05 PM,05/Mar/24 3:05 PM,19/Feb/24 5:05 PM,,0,"Filtrele panelindeki “Bana özel” sabit pencereye tıklandığında, kullanıcıya özel derslerin listelenmelidir.

Tüm kullanıcılara aynı dersler listeleniyor.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@316057c6,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzzi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_564793959_*|*_3_*:*_1_*:*_18406699_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:05 PM
[TC]Listing of Courses in the “Special for Me” Window,TOB-86,10110,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:04 PM,19/Feb/24 5:29 PM,05/Mar/24 6:02 PM,19/Feb/24 5:29 PM,,0,"Filtrele panelindeki “Bana özel” sabit pencereye tıklandığında, kullanıcıya özel derslerin listelenmesi test edilecektir.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@3e3cc7f1,,,,,,,,,,,,,,,,,,,,,,,,,0|i00038:i,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_562894799_*|*_3_*:*_1_*:*_21762312_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:29 PM
[TC]Filter Panel,TOB-85,10109,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:04 PM,19/Feb/24 5:29 PM,05/Mar/24 6:02 PM,19/Feb/24 5:29 PM,,0,"Kullanıcının filtreleme yapabileceği panelin, filtrele başlığı altında “Bana özel” sabit pencere, “Kategori, Eğitimler, Seviye, Konu, Yazılım Dili, Eğitmen” gibi açılır/ kapanır pencereler halinde alt alta sıralanması test edilecektir. ",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@14c34550,,,,,,,,,,,,,,,,,,,,,,,,,0|i00038:9,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_562929439_*|*_3_*:*_1_*:*_21765696_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 5:29 PM
"[TC]""No content matching your search criteria was found."" Control of Warning",TOB-84,10108,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:03 PM,19/Feb/24 8:55 PM,05/Mar/24 6:02 PM,19/Feb/24 8:55 PM,,0,"Bu case, kullanıcının katalog bölümüne tıklayarak ""Öğrenmeye Başla"" başlığı altındaki arama çubuğuna ders içeriklerinde olmayan bir harf veya harf kombinasyonuyla giriş yaparak ""Aradığınız kriterlere uygun içerik bulunamadı."" uyarısını test etmeyi amaçlar.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4053c22a,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzx,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_562963984_*|*_3_*:*_1_*:*_34148814_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:55 PM
[TC]Listing Courses with Catalog Section Search Bar,TOB-83,10107,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 11:02 PM,19/Feb/24 8:55 PM,05/Mar/24 6:02 PM,19/Feb/24 8:55 PM,,0,"Bu case, kullanıcının katalog bölümüne tıklayarak ""Öğrenmeye Başla"" başlığı altındaki arama çubuğuna Türkçe karakterlerle giriş yaparak derslerin listelenmesini test etmeyi amaçlar.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@73be6381,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzv,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_563022233_*|*_3_*:*_1_*:*_34148839_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:55 PM
[TS]Catalog Section Filtering and Search Functionality,TOB-82,10106,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 10:58 PM,19/Feb/24 8:55 PM,05/Mar/24 6:02 PM,19/Feb/24 8:55 PM,,0,This scenario aims to test whether the filtering and search functions in the catalog section of [http://tobeto.com|http://tobeto.com|smart-link]  are working correctly.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2b653148,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_563276620_*|*_3_*:*_1_*:*_34140619_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:55 PM
[TC]-Access Profile Information Headers,TOB-81,10105,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 10:22 PM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0,"Sayfanın sol tarafında 8 ana başlık (Kişisel Bilgilerim, Deneyimlerim, Eğitim Hayatım, Yetkinliklerim, Sertifikalarım, Medya Hesaplarım, Yabancı Dillerim, Ayarlar) bulunmalıdır. Bu başlıkların sol tarafında o başlığa ait ikon olmalıdır. Tıklanan başlığın rengi mora dönmelidir. Kullanıcı bu başlıklara tıklayabilmeli ve tıkladığında başlığa ait ilgili sayfaya yönlendirildiği kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5c4a7b7b,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzj,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_573843168_*|*_3_*:*_1_*:*_8281045_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TS]-Titles of Profile Information,TOB-80,10104,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 10:20 PM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0,Profil bilgilerine ait alt başlıklara tıklanarak ilgili sayfalara ulaşılabildiği kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@60f4b54e,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzii,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_573990654_*|*_3_*:*_1_*:*_8270640_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
"[BUG]Even though the user watches the videos, this is not the case.",TOB-79,10103,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 10:19 PM,19/Feb/24 8:55 PM,05/Mar/24 6:02 PM,19/Feb/24 8:55 PM,,0,"The text “Training Completion Rate” should appear. Along with this message, the progress bar should show color change and rate based on the user's completion rate.

Even though the user watches the videos, this is not the case.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@10fd7a44,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzzi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_565590372_*|*_3_*:*_1_*:*_34139856_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:55 PM
[TC]Function of Progress Bar,TOB-78,10102,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 10:18 PM,19/Feb/24 8:55 PM,05/Mar/24 6:02 PM,19/Feb/24 8:55 PM,,0,"This case will test whether the progress bar, which shows the user's completion of the training content, is updated simultaneously with the progress rate.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@6ec001b3,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzz,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_565625549_*|*_3_*:*_1_*:*_34146199_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:55 PM
[BUG] Such a scoring does not appear.,TOB-77,10101,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 10:18 PM,05/Mar/24 3:05 PM,05/Mar/24 3:04 PM,19/Feb/24 8:55 PM,,0,"When the test case steps of ""User's Scoring System and Likes-Favorite Icon Functions Based on Live Sessions"" are followed, the expected result does not occur. Expected result: ""Next to the heart and favorite icon, there should be a scoring system showing the proportion of live lectures watched.""",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5eaa9f91,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzy,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_565519530_*|*_3_*:*_1_*:*_34297179_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 8:55 PM
"[TC] The scoring system based on live sessions attended by the user, as well as the functions of liking and favoriting icons",TOB-76,10100,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 10:16 PM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0,"This case aims to test the scoring system, which is planned to be calculated according to the user's participation in synchronous trainings, and will also check the functions of the like and favorite icon.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4fd6fb77,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzx,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_565633054_*|*_3_*:*_1_*:*_16884349_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]- Profile Summary,TOB-75,10099,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 10:13 PM,16/Feb/24 10:30 PM,05/Mar/24 6:02 PM,16/Feb/24 10:30 PM,,0,"İsim, Soyisim bölümüne tıklandığında Profil Bilgileri” ve “Oturumu Kapat” başlıklarını içeren açılır kapanır bir seçim kutusu açıldığı kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@34029793,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:vi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_338099084_*|*_3_*:*_1_*:*_8538418_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 10:30 PM
[BUG]The number of videos is not visible.,TOB-74,10098,Bug,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 10:12 PM,05/Mar/24 3:04 PM,05/Mar/24 3:02 PM,19/Feb/24 4:04 PM,,0,"“How can I complete the training?” and “How can I achieve education?” Additional Information: When the test case steps are followed, the expected result does not occur. Expected result: “How can I complete the training?” and “How can I achieve education?” Along with additional information, the number of videos on the page and the user's viewing rate should be displayed with the information ""When all content in the training is completed (0/1).""

The number of videos is not visible, the user has participated in all 15 videos and this rate is not visible.",,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@5a21c539,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzv,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_565836703_*|*_3_*:*_1_*:*_16883613_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]“How can I complete the training?” and “How can I achieve education?” Additional Information,TOB-73,10097,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 10:11 PM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0,This case aims to test whether the additional information that opens when the question mark section next to the notification showing the duration of synchronous training is updated according to the user's completion of the videos.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@507d9ffb,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzr,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_565910928_*|*_3_*:*_1_*:*_16883352_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]- Tobeto Icon,TOB-72,10096,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 10:11 PM,16/Feb/24 10:30 PM,05/Mar/24 6:02 PM,16/Feb/24 10:30 PM,,0, Tobeto ikonuna  (T) tıklandığında tobetonun anasayfasına geçiş yapıldığı kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2808cbc0,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:wi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_338255116_*|*_3_*:*_1_*:*_8523085_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 10:30 PM
[TC]- Istanbul  is Coding Title,TOB-71,10095,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 10:08 PM,16/Feb/24 10:30 PM,05/Mar/24 6:02 PM,16/Feb/24 10:30 PM,,0, İstanbul Kodluyor başlığına tıklandığında projeye ait bilgilerin yer aldığı sayfaya erişilebildiği kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@8966f5d,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:w9,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_338434319_*|*_3_*:*_1_*:*_8517727_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 10:30 PM
[TS]Synchronous Training Content,TOB-70,10094,Test Set,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,12/Feb/24 10:07 PM,19/Feb/24 4:04 PM,05/Mar/24 6:02 PM,19/Feb/24 4:04 PM,,0,This scenario aims to test the functionality of synchronous trainings in the My Trainings section after the user has successfully logged in to the Tobeto platform.,,esra urhan çınar,712020:d8902fa6-6610-4acb-b0f3-10071626e113,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@75efbaaa,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:zzi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_566130326_*|*_3_*:*_1_*:*_16865050_*|*_10020_*:*_1_*:*_0,Done,19/Feb/24 4:04 PM
[TC]- Calendar Title,TOB-69,10093,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 10:04 PM,16/Feb/24 11:24 PM,05/Mar/24 6:02 PM,16/Feb/24 11:24 PM,,0,Takvim başlığına tıklandığında tobeto tarafından tanımlanan İstanbul Kodluyor projesi kapsamında verilen eğitimlerin gün ve saat atamalarının bulunduğu sayfaya yönlendirildiği control edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@1a16c5a8,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:xi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_338651031_*|*_3_*:*_1_*:*_11741207_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:24 PM
"[TC]-""My Exams"" Title Under the Information Board",TOB-68,10092,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 10:02 PM,16/Feb/24 11:24 PM,05/Mar/24 6:02 PM,16/Feb/24 11:24 PM,,0,"İkinci bölümde yer alan bilgilendirme panosu altında ""Sınavlarım"" başlıklı bölümün bulunup bulunmadığını ve kullanıcı bu bölüme tıkladığında ilgili sayfaya ait pop-up ekranın gösterilip gösterilmediğini kontrol etmek*.*",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@7573abf6,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:w,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_338767605_*|*_3_*:*_1_*:*_11751475_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:24 PM
[TC]-Catalog Title,TOB-67,10091,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 10:01 PM,16/Feb/24 11:24 PM,05/Mar/24 6:02 PM,16/Feb/24 11:24 PM,,0,Katalog başlığına tıklandığında Tobeto tarafından tanımlanan eğitimlerin olduğu sayfaya geçiş yapıldığı kontrol edilecektir.,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@4dc29577,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:yi,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_338826526_*|*_3_*:*_1_*:*_11755785_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:24 PM
[TC]-Reviews Title,TOB-66,10090,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,,,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,12/Feb/24 9:58 PM,16/Feb/24 11:24 PM,05/Mar/24 6:02 PM,16/Feb/24 11:24 PM,,0,"Değerlendirmeler başlığına tıklandığında sisteme önceden tanımlanmış , kullanıcının yetkinliklerini ölçtüğü ve bilgilerini test ettiği sayfaya geçiş yaptığı kontrol edilecektir.",,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@2276df1c,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:z,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_339013876_*|*_3_*:*_1_*:*_11753705_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:24 PM
"[TC]-Create Your Profile, Evaluate Yourself, Start Learning Sections and Button Controls",TOB-65,10089,Test,Done,TOB,tobeto_education_platform,software,elif,712020:d23410fb-3f92-4227-8a57-0fb51899f724,,Medium,Done,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,12/Feb/24 9:58 PM,16/Feb/24 11:24 PM,05/Mar/24 6:02 PM,16/Feb/24 11:24 PM,,0,"Sayfanın sonunda yan yana 3 kutu olacak şekilde ""Profilini Oluştur"", ""Kendini Değerlendir"" ve ""Öğrenmeye Başla"" başlıklarını içeren bölümlerin yer alıp almadığını, bu başlıkların altında tıklanabilir ""Başla"" butonunun olup olmadığını kontrol etmek.",,Elif ACET,712020:ecdef04b-a9ca-4c71-92d0-bf6ec8a0ee46,,,,,,,,,,,,,,com.atlassian.servicedesk.plugins.approvals.internal.customfield.ApprovalsCFValue@e61657f,,,,,,,,,,,,,,,,,,,,,,,,,0|i000b6:y,,,,,,,,,,,TOB Sprint 1,,,,,,,,,,,,,,,,,,,10029_*:*_1_*:*_339018651_*|*_3_*:*_1_*:*_11754396_*|*_10020_*:*_1_*:*_0,Done,16/Feb/24 11:24 PM
